region_uid,region_name,year,tier,object_cluster,total_value,n_contracts,n_vendors
48,Alberta,2019,General Government Support,ALL,110774645.24,913,309
48,Alberta,2019,Industrial and Technical Support,ALL,98652123.82,1116,169
48,Alberta,2020,Core Defence Industrial Complex,ALL,1387178.41,30,25
48,Alberta,2020,General Government Support,ALL,77330072.17,785,271
48,Alberta,2020,Industrial and Technical Support,ALL,240784867.74,752,173
48,Alberta,2021,Core Defence Industrial Complex,ALL,83449195,22,17
48,Alberta,2021,General Government Support,ALL,84339514.23,1076,308
48,Alberta,2021,Industrial and Technical Support,ALL,131279015.3,932,187
48,Alberta,2022,Core Defence Industrial Complex,ALL,7579657.8,21,16
48,Alberta,2022,General Government Support,ALL,139749021.98,988,336
48,Alberta,2022,Industrial and Technical Support,ALL,160528224.79,1023,204
48,Alberta,2023,Core Defence Industrial Complex,ALL,7133285.12,37,26
48,Alberta,2023,General Government Support,ALL,201837150.88,1036,387
48,Alberta,2023,Industrial and Technical Support,ALL,113135302.7,1042,242
48,Alberta,2024,Core Defence Industrial Complex,ALL,3966497.7399999998,35,29
48,Alberta,2024,General Government Support,ALL,214745073.19,874,336
48,Alberta,2024,Industrial and Technical Support,ALL,114846186.17,809,201
48,Alberta,2025,Core Defence Industrial Complex,ALL,9885971.83,83,35
48,Alberta,2025,General Government Support,ALL,89311811.14,1264,420
48,Alberta,2025,Industrial and Technical Support,ALL,130364405.98,723,219
48,Alberta,2026,Core Defence Industrial Complex,ALL,2000832.21,25,7
48,Alberta,2026,General Government Support,ALL,17993660.97,248,141
48,Alberta,2026,Industrial and Technical Support,ALL,19129839.71,161,70
59,British Columbia,2016,Core Defence Industrial Complex,ALL,156159.13,7,5
59,British Columbia,2016,General Government Support,ALL,9204317.879999999,53,40
59,British Columbia,2016,Industrial and Technical Support,ALL,2045624.28,41,20
59,British Columbia,2017,Core Defence Industrial Complex,ALL,173387399.72,82,26
59,British Columbia,2017,General Government Support,ALL,235507191.67,467,214
59,British Columbia,2017,Industrial and Technical Support,ALL,84526437.35,520,124
59,British Columbia,2018,Core Defence Industrial Complex,ALL,163563638.03,47,26
59,British Columbia,2018,General Government Support,ALL,86943969.37,657,238
59,British Columbia,2018,Industrial and Technical Support,ALL,127907611.57,816,175
59,British Columbia,2019,Core Defence Industrial Complex,ALL,1212906088.56,52,22
59,British Columbia,2019,General Government Support,ALL,60256345.89,598,233
59,British Columbia,2019,Industrial and Technical Support,ALL,139257189.15,714,131
59,British Columbia,2020,Core Defence Industrial Complex,ALL,37979995.95,45,19
59,British Columbia,2020,General Government Support,ALL,59584212.66,715,237
59,British Columbia,2020,Industrial and Technical Support,ALL,42867365.37,422,121
59,British Columbia,2021,Core Defence Industrial Complex,ALL,28232942.6,38,20
59,British Columbia,2021,General Government Support,ALL,72328133.39,851,271
59,British Columbia,2021,Industrial and Technical Support,ALL,281745809.18,639,165
59,British Columbia,2022,Core Defence Industrial Complex,ALL,1228759927.67,30,20
59,British Columbia,2022,General Government Support,ALL,134297829.38,813,284
59,British Columbia,2022,Industrial and Technical Support,ALL,94404161.83,405,168
59,British Columbia,2023,Core Defence Industrial Complex,ALL,5230635.42,25,23
59,British Columbia,2023,General Government Support,ALL,114132757.9,1080,396
59,British Columbia,2023,Industrial and Technical Support,ALL,85679885.85,607,213
59,British Columbia,2024,Core Defence Industrial Complex,ALL,4158893925.6,26,22
59,British Columbia,2024,General Government Support,ALL,93126722.16,875,323
59,British Columbia,2024,Industrial and Technical Support,ALL,158616886.89,637,208
59,British Columbia,2025,Core Defence Industrial Complex,ALL,52593172,161,70
59,British Columbia,2025,General Government Support,ALL,149243650.14000002,1447,469
59,British Columbia,2025,Industrial and Technical Support,ALL,79988521.61,577,240
59,British Columbia,2026,Core Defence Industrial Complex,ALL,15680733.09,73,39
59,British Columbia,2026,General Government Support,ALL,37201168.2,273,165
59,British Columbia,2026,Industrial and Technical Support,ALL,52041043.82,200,103
60,Yukon,2016,Industrial and Technical Support,ALL,112208.64,7,1
60,Yukon,2017,General Government Support,ALL,89238.45,5,5
60,Yukon,2017,Industrial and Technical Support,ALL,313604.01,4,3
60,Yukon,2018,General Government Support,ALL,41790,2,2
60,Yukon,2018,Industrial and Technical Support,ALL,3437176.89,8,3
60,Yukon,2019,General Government Support,ALL,22249.5,2,2
60,Yukon,2019,Industrial and Technical Support,ALL,352003.42,18,1
60,Yukon,2020,Core Defence Industrial Complex,ALL,21357,1,1
60,Yukon,2020,Industrial and Technical Support,ALL,137600.35,3,1
60,Yukon,2021,General Government Support,ALL,62899.47,3,2
60,Yukon,2021,Industrial and Technical Support,ALL,603154.13,12,2
60,Yukon,2022,General Government Support,ALL,215814.5,4,4
60,Yukon,2022,Industrial and Technical Support,ALL,660920.5,18,3
60,Yukon,2023,General Government Support,ALL,150947.1,5,4
60,Yukon,2023,Industrial and Technical Support,ALL,645048.9500000001,18,5
60,Yukon,2024,General Government Support,ALL,130719.23,4,4
60,Yukon,2024,Industrial and Technical Support,ALL,852458.48,13,5
60,Yukon,2025,General Government Support,ALL,302526.64,11,8
60,Yukon,2025,Industrial and Technical Support,ALL,3939435.89,16,13
60,Yukon,2026,General Government Support,ALL,218096.37,8,8
60,Yukon,2026,Industrial and Technical Support,ALL,106220.1,1,1
61,Northwest Territories,2017,General Government Support,ALL,661794.72,9,9
61,Northwest Territories,2017,Industrial and Technical Support,ALL,237004.87,13,10
61,Northwest Territories,2018,General Government Support,ALL,155828.22,11,10
61,Northwest Territories,2018,Industrial and Technical Support,ALL,475276.06,7,5
61,Northwest Territories,2019,General Government Support,ALL,1156783.52,14,10
61,Northwest Territories,2019,Industrial and Technical Support,ALL,815195.55,19,10
61,Northwest Territories,2020,General Government Support,ALL,1573920.52,23,5
61,Northwest Territories,2020,Industrial and Technical Support,ALL,336810.67,14,5
61,Northwest Territories,2021,Core Defence Industrial Complex,ALL,427815.5,3,2
61,Northwest Territories,2021,General Government Support,ALL,1235979.31,28,5
61,Northwest Territories,2021,Industrial and Technical Support,ALL,9450895.36,22,6
61,Northwest Territories,2022,Core Defence Industrial Complex,ALL,200882,3,1
61,Northwest Territories,2022,General Government Support,ALL,829618.59,31,11
61,Northwest Territories,2022,Industrial and Technical Support,ALL,4228033.59,24,9
61,Northwest Territories,2023,General Government Support,ALL,139685.66999999998,6,3
61,Northwest Territories,2023,Industrial and Technical Support,ALL,3933003.0100000002,20,7
61,Northwest Territories,2024,General Government Support,ALL,21709069.31,13,12
61,Northwest Territories,2024,Industrial and Technical Support,ALL,1120949,14,8
61,Northwest Territories,2025,Core Defence Industrial Complex,ALL,2940000,1,1
61,Northwest Territories,2025,General Government Support,ALL,1210747.79,31,28
61,Northwest Territories,2025,Industrial and Technical Support,ALL,1608336.9000000001,34,16
61,Northwest Territories,2026,Core Defence Industrial Complex,ALL,69773.66,1,1
61,Northwest Territories,2026,General Government Support,ALL,574139.03,13,13
61,Northwest Territories,2026,Industrial and Technical Support,ALL,430891.59,9,4
62,Nunavut,2016,General Government Support,ALL,15750,1,1
62,Nunavut,2016,Industrial and Technical Support,ALL,649775.82,36,2
62,Nunavut,2017,General Government Support,ALL,102267.82,4,4
62,Nunavut,2017,Industrial and Technical Support,ALL,1493962.6500000001,40,4
62,Nunavut,2018,General Government Support,ALL,183209.24,4,4
62,Nunavut,2018,Industrial and Technical Support,ALL,1730385.27,69,7
62,Nunavut,2019,General Government Support,ALL,24231.81,2,2
62,Nunavut,2019,Industrial and Technical Support,ALL,1081597.74,55,4
62,Nunavut,2020,General Government Support,ALL,277908.84,13,5
62,Nunavut,2020,Industrial and Technical Support,ALL,1775937.41,75,4
62,Nunavut,2021,General Government Support,ALL,259476.7,12,5
62,Nunavut,2021,Industrial and Technical Support,ALL,1264084.15,60,5
62,Nunavut,2022,General Government Support,ALL,591692008.32,8,5
62,Nunavut,2022,Industrial and Technical Support,ALL,861278.5700000001,6,4
62,Nunavut,2023,General Government Support,ALL,209028.63,10,5
62,Nunavut,2023,Industrial and Technical Support,ALL,364815.39,19,5
62,Nunavut,2024,General Government Support,ALL,2460671.7199999997,12,8
62,Nunavut,2024,Industrial and Technical Support,ALL,2839527.58,8,5
62,Nunavut,2025,Core Defence Industrial Complex,ALL,13934.2,1,1
62,Nunavut,2025,General Government Support,ALL,2657060.42,14,10
62,Nunavut,2025,Industrial and Technical Support,ALL,22565672.31,25,6
62,Nunavut,2026,General Government Support,ALL,1182664.3,13,12
62,Nunavut,2026,Industrial and Technical Support,ALL,112439.25,1,1
10,Newfoundland and Labrador,2016,ALL,Civil Engineering & Infrastructure,10315,1,1
10,Newfoundland and Labrador,2016,ALL,Heavy Industry & Machinery,15640,1,1
10,Newfoundland and Labrador,2016,ALL,High-Tech Hardware & Telecom,10796.2,1,1
10,Newfoundland and Labrador,2016,ALL,"Logistics, Training & Workforce",297551.75,7,6
10,Newfoundland and Labrador,2016,ALL,Other,82462.38,2,2
10,Newfoundland and Labrador,2016,ALL,Professional Services,13263.23,1,1
10,Newfoundland and Labrador,2016,ALL,"Resources, Fuels & Materials",142203.71,5,2
10,Newfoundland and Labrador,2016,ALL,Software & IT Services,38818.96,2,1
10,Newfoundland and Labrador,2016,ALL,Utilities & Environmental,232687.47,6,1
10,Newfoundland and Labrador,2017,ALL,Aerospace & Space,175471.05,7,4
10,Newfoundland and Labrador,2017,ALL,Automotive & Heavy Vehicles,53099.869999999995,2,2
10,Newfoundland and Labrador,2017,ALL,Civil Engineering & Infrastructure,5736412.44,29,14
10,Newfoundland and Labrador,2017,ALL,Heavy Industry & Machinery,409832.23,4,4
10,Newfoundland and Labrador,2017,ALL,"Logistics, Training & Workforce",515792.77,16,13
10,Newfoundland and Labrador,2017,ALL,Marine & Shipbuilding,1225752.1099999999,8,5
10,Newfoundland and Labrador,2017,ALL,Other,644177.28,56,5
10,Newfoundland and Labrador,2017,ALL,Professional Services,278927.97000000003,5,5
10,Newfoundland and Labrador,2017,ALL,"Resources, Fuels & Materials",2319368.3,36,9
10,Newfoundland and Labrador,2017,ALL,Software & IT Services,19320,1,1
10,Newfoundland and Labrador,2017,ALL,Utilities & Environmental,997059.8,32,4
10,Newfoundland and Labrador,2017,ALL,Weapons & Tactical Security,40570.1,2,2
10,Newfoundland and Labrador,2018,ALL,Aerospace & Space,502710.56,14,5
10,Newfoundland and Labrador,2018,ALL,Automotive & Heavy Vehicles,14230,1,1
10,Newfoundland and Labrador,2018,ALL,Civil Engineering & Infrastructure,4610657.41,27,14
10,Newfoundland and Labrador,2018,ALL,Heavy Industry & Machinery,601143.21,6,6
10,Newfoundland and Labrador,2018,ALL,Life Sciences & Medical,192657.2,1,1
10,Newfoundland and Labrador,2018,ALL,"Logistics, Training & Workforce",1513828.0999999999,17,13
10,Newfoundland and Labrador,2018,ALL,Marine & Shipbuilding,206058.36,5,1
10,Newfoundland and Labrador,2018,ALL,Other,1105972.8,6,6
10,Newfoundland and Labrador,2018,ALL,Professional Services,567485.92,11,10
10,Newfoundland and Labrador,2018,ALL,"Resources, Fuels & Materials",1925735.09,61,13
10,Newfoundland and Labrador,2018,ALL,Software & IT Services,1119758.05,14,12
10,Newfoundland and Labrador,2018,ALL,Utilities & Environmental,562326.51,6,3
10,Newfoundland and Labrador,2018,ALL,Weapons & Tactical Security,814310.2,2,2
10,Newfoundland and Labrador,2019,ALL,Aerospace & Space,174644.05,9,3
10,Newfoundland and Labrador,2019,ALL,Civil Engineering & Infrastructure,2502992.95,24,18
10,Newfoundland and Labrador,2019,ALL,Heavy Industry & Machinery,57473.82,3,2
10,Newfoundland and Labrador,2019,ALL,Life Sciences & Medical,37840.53,1,1
10,Newfoundland and Labrador,2019,ALL,"Logistics, Training & Workforce",7182685.77,22,17
10,Newfoundland and Labrador,2019,ALL,Marine & Shipbuilding,16407.05,1,1
10,Newfoundland and Labrador,2019,ALL,Other,203296.26,7,5
10,Newfoundland and Labrador,2019,ALL,Professional Services,1720086.3399999999,8,6
10,Newfoundland and Labrador,2019,ALL,"Resources, Fuels & Materials",2162262.8,78,13
10,Newfoundland and Labrador,2019,ALL,Software & IT Services,115096.5,5,4
10,Newfoundland and Labrador,2019,ALL,Utilities & Environmental,240839.16,8,4
10,Newfoundland and Labrador,2019,ALL,Weapons & Tactical Security,40250,1,1
10,Newfoundland and Labrador,2020,ALL,Aerospace & Space,4904884.55,4,3
10,Newfoundland and Labrador,2020,ALL,Automotive & Heavy Vehicles,12644.6,1,1
10,Newfoundland and Labrador,2020,ALL,Civil Engineering & Infrastructure,24570589.03,14,13
10,Newfoundland and Labrador,2020,ALL,Heavy Industry & Machinery,134829.78,9,9
10,Newfoundland and Labrador,2020,ALL,High-Tech Hardware & Telecom,57264.56,2,2
10,Newfoundland and Labrador,2020,ALL,Life Sciences & Medical,34482.75,1,1
10,Newfoundland and Labrador,2020,ALL,"Logistics, Training & Workforce",261106.65,12,10
10,Newfoundland and Labrador,2020,ALL,Marine & Shipbuilding,136565.13,3,3
10,Newfoundland and Labrador,2020,ALL,Other,90109.72,4,3
10,Newfoundland and Labrador,2020,ALL,Professional Services,1708414.31,6,5
10,Newfoundland and Labrador,2020,ALL,"Resources, Fuels & Materials",2599428.8,53,17
10,Newfoundland and Labrador,2020,ALL,Software & IT Services,27603.239999999998,2,2
10,Newfoundland and Labrador,2020,ALL,Utilities & Environmental,755503.49,13,9
10,Newfoundland and Labrador,2020,ALL,Weapons & Tactical Security,337035.2,2,2
10,Newfoundland and Labrador,2021,ALL,Aerospace & Space,531126.1,10,4
10,Newfoundland and Labrador,2021,ALL,Civil Engineering & Infrastructure,4862620.32,47,19
10,Newfoundland and Labrador,2021,ALL,Heavy Industry & Machinery,9462370.13,4,4
10,Newfoundland and Labrador,2021,ALL,High-Tech Hardware & Telecom,44788.59,1,1
10,Newfoundland and Labrador,2021,ALL,"Logistics, Training & Workforce",522706.14,16,15
10,Newfoundland and Labrador,2021,ALL,Other,67382,5,1
10,Newfoundland and Labrador,2021,ALL,Professional Services,351077.26,7,6
10,Newfoundland and Labrador,2021,ALL,"Resources, Fuels & Materials",1402569.01,67,12
10,Newfoundland and Labrador,2021,ALL,Software & IT Services,843933.06,8,8
10,Newfoundland and Labrador,2021,ALL,Utilities & Environmental,770304.25,11,7
10,Newfoundland and Labrador,2021,ALL,Weapons & Tactical Security,40250,1,1
10,Newfoundland and Labrador,2022,ALL,Aerospace & Space,281357.35,4,4
10,Newfoundland and Labrador,2022,ALL,Automotive & Heavy Vehicles,197819.42,5,5
10,Newfoundland and Labrador,2022,ALL,Civil Engineering & Infrastructure,8945108.58,31,15
10,Newfoundland and Labrador,2022,ALL,Heavy Industry & Machinery,147052.27,6,6
10,Newfoundland and Labrador,2022,ALL,High-Tech Hardware & Telecom,92961.8,3,3
10,Newfoundland and Labrador,2022,ALL,"Logistics, Training & Workforce",1842207.9,17,14
10,Newfoundland and Labrador,2022,ALL,Marine & Shipbuilding,50053295,2,1
10,Newfoundland and Labrador,2022,ALL,Other,125594.5,6,5
10,Newfoundland and Labrador,2022,ALL,Professional Services,454908.37000000005,8,8
10,Newfoundland and Labrador,2022,ALL,"Resources, Fuels & Materials",3296709.2,114,9
10,Newfoundland and Labrador,2022,ALL,Software & IT Services,557665.02,8,8
10,Newfoundland and Labrador,2022,ALL,Utilities & Environmental,1040404.3099999999,12,10
10,Newfoundland and Labrador,2022,ALL,Weapons & Tactical Security,539919.44,2,2
10,Newfoundland and Labrador,2023,ALL,Aerospace & Space,28401.08,1,1
10,Newfoundland and Labrador,2023,ALL,Automotive & Heavy Vehicles,78144,1,1
10,Newfoundland and Labrador,2023,ALL,Civil Engineering & Infrastructure,12809285.5,25,12
10,Newfoundland and Labrador,2023,ALL,Heavy Industry & Machinery,981988.75,6,6
10,Newfoundland and Labrador,2023,ALL,Life Sciences & Medical,14096.62,1,1
10,Newfoundland and Labrador,2023,ALL,"Logistics, Training & Workforce",640958.38,14,12
10,Newfoundland and Labrador,2023,ALL,Marine & Shipbuilding,41157110,3,2
10,Newfoundland and Labrador,2023,ALL,Other,111614.4,2,2
10,Newfoundland and Labrador,2023,ALL,Professional Services,495037.08,5,4
10,Newfoundland and Labrador,2023,ALL,"Resources, Fuels & Materials",4559222.41,117,12
10,Newfoundland and Labrador,2023,ALL,Software & IT Services,771608.82,8,5
10,Newfoundland and Labrador,2023,ALL,Utilities & Environmental,3330384.89,15,11
10,Newfoundland and Labrador,2023,ALL,Weapons & Tactical Security,520220.30000000005,4,3
10,Newfoundland and Labrador,2024,ALL,Automotive & Heavy Vehicles,524999.5,5,5
10,Newfoundland and Labrador,2024,ALL,Civil Engineering & Infrastructure,29322081.41,33,14
10,Newfoundland and Labrador,2024,ALL,Heavy Industry & Machinery,24493.85,2,1
10,Newfoundland and Labrador,2024,ALL,High-Tech Hardware & Telecom,27956.95,2,2
10,Newfoundland and Labrador,2024,ALL,"Logistics, Training & Workforce",986146.71,18,16
10,Newfoundland and Labrador,2024,ALL,Marine & Shipbuilding,57663899,2,1
10,Newfoundland and Labrador,2024,ALL,Other,597725.77,4,4
10,Newfoundland and Labrador,2024,ALL,Professional Services,450951.11,7,7
10,Newfoundland and Labrador,2024,ALL,"Resources, Fuels & Materials",3469760.96,122,8
10,Newfoundland and Labrador,2024,ALL,Utilities & Environmental,3189756.9,3,3
10,Newfoundland and Labrador,2025,ALL,Aerospace & Space,289641.67,4,4
10,Newfoundland and Labrador,2025,ALL,Automotive & Heavy Vehicles,53274.08,3,3
10,Newfoundland and Labrador,2025,ALL,Civil Engineering & Infrastructure,4397192.45,55,20
10,Newfoundland and Labrador,2025,ALL,Heavy Industry & Machinery,2618660.87,23,18
10,Newfoundland and Labrador,2025,ALL,High-Tech Hardware & Telecom,222764.2,2,2
10,Newfoundland and Labrador,2025,ALL,"Logistics, Training & Workforce",3123952.53,49,27
10,Newfoundland and Labrador,2025,ALL,Marine & Shipbuilding,25572705.66,307,82
10,Newfoundland and Labrador,2025,ALL,Other,324960.6,5,5
10,Newfoundland and Labrador,2025,ALL,Professional Services,244360.09,4,4
10,Newfoundland and Labrador,2025,ALL,"Resources, Fuels & Materials",6928325.66,133,12
10,Newfoundland and Labrador,2025,ALL,Software & IT Services,388931.78,3,3
10,Newfoundland and Labrador,2025,ALL,Utilities & Environmental,32969.35,1,1
10,Newfoundland and Labrador,2025,ALL,Weapons & Tactical Security,577716.25,2,2
10,Newfoundland and Labrador,2026,ALL,Automotive & Heavy Vehicles,16688.62,1,1
10,Newfoundland and Labrador,2026,ALL,Civil Engineering & Infrastructure,310636.59,18,2
10,Newfoundland and Labrador,2026,ALL,Heavy Industry & Machinery,1611872.44,28,21
